+---------+-------------+-----------------+------+
| user_id | question_id |      score      | rank |
+---------+-------------+-----------------+------+
|    1    |   43437635  |  0.022417678833 |  1   |
|    1    |   43438765  | 0.0208490514755 |  2   |
|    1    |   43437711  | 0.0208490514755 |  3   |
|    1    |   43441352  | 0.0208490514755 |  4   |
|    1    |   43438072  | 0.0208490514755 |  5   |
+---------+-------------+-----------------+------+
[5 rows x 4 columns]

