43437541|2|0|0|1|0|0|0|0|0|0|0|0
231767|34|6502|0|0|1|0|0|0|0|0|0|0
43432199|2|0|0|1|0|0|1|0|0|0|0|0
43437909|2|1|1|0|0|0|0|0|0|0|0|0
43404872|3|-1|0|0|0|0|0|0|0|0|0|0
43395426|4|0|0|0|0|0|0|0|0|0|0|0
7912022|1|37|1|0|0|0|0|0|0|0|0|0
853703|5|14|0|0|0|0|0|0|0|0|0|0
43437171|3|0|0|1|0|0|0|0|0|0|0|0
43441776|1|2|0|0|0|0|1|0|0|0|0|0
43438342|3|0|0|0|0|0|0|0|0|0|0|0
43440596|3|0|0|0|0|1|0|0|0|0|0|0
43432457|2|0|0|0|0|0|0|0|0|0|1|0
43431442|4|0|0|0|0|1|0|0|0|0|0|0
43438072|2|6|0|1|0|0|0|0|0|0|0|0
43438388|2|2|1|0|0|0|0|0|0|0|0|0
43441506|1|2|0|0|1|0|0|0|0|0|0|0
43439594|2|0|0|0|0|0|0|0|0|0|0|0
43441352|2|0|0|1|0|0|1|0|0|0|0|0
43440248|2|-1|0|0|0|0|0|0|0|0|0|0
43441160|1|1|0|0|0|1|0|0|0|0|0|0
43440940|2|1|0|0|0|0|0|1|0|0|0|0
16728866|5|24|1|0|0|0|0|0|0|0|0|0
43434493|1|1|0|0|0|0|0|0|0|0|0|0
42478340|1|1|0|0|0|0|0|0|0|0|0|0
43282284|1|0|0|0|0|0|0|0|0|0|0|0
43440479|3|0|0|0|0|0|0|0|0|0|0|0
43438572|2|1|0|0|0|0|1|0|0|0|1|0
43437711|1|-2|0|1|0|0|0|0|0|0|0|0
43439244|2|0|0|0|0|1|0|0|0|0|0|0
43440310|2|0|0|0|0|1|0|0|0|0|0|0
3240881|8|93|1|0|0|0|0|0|0|0|0|0
43440249|1|0|0|0|0|0|0|0|0|0|0|0
14418352|5|50|1|0|0|0|0|0|0|0|0|0
43439884|1|0|0|0|0|0|0|0|0|0|0|0
43439854|2|0|0|0|0|0|0|0|0|0|0|0
43425263|3|0|0|0|0|0|0|0|0|0|0|0
43439959|2|0|0|0|0|0|0|0|0|0|0|0
43440046|1|0|0|0|0|0|0|0|0|0|0|0
43439782|2|0|0|0|1|0|0|0|0|0|0|0
43439678|1|0|0|0|0|1|0|0|0|0|0|0
43438001|1|4|0|0|0|0|0|1|0|0|0|0
43435231|1|-1|0|0|0|0|0|0|0|0|0|0
43439213|1|0|0|0|1|0|0|0|0|0|0|0
43439460|1|0|0|0|0|1|0|0|0|0|0|0
43437542|2|3|0|0|0|0|0|0|0|0|0|0
43437333|4|-3|0|0|0|0|0|0|0|0|0|0
43438765|3|-4|0|1|0|0|0|0|0|0|0|0
43438536|2|1|0|0|0|1|0|0|0|0|0|0
37759755|3|8|1|0|0|0|0|0|0|0|0|0
43438616|4|1|0|0|0|0|0|0|0|0|0|0
43435685|1|1|0|0|0|0|0|0|0|0|0|0
43438414|1|0|0|0|1|0|0|0|0|0|0|0
43438257|1|0|0|0|0|1|0|0|0|0|0|0
43437515|3|-2|0|0|0|0|0|0|0|0|0|0
43437796|3|0|0|0|0|0|0|0|1|0|1|1
43436681|3|0|0|0|0|1|0|0|0|0|0|0
26195156|2|0|0|0|1|0|0|0|0|0|0|0
43437635|2|1|0|1|0|0|0|0|0|0|0|0
43437614|1|0|0|0|0|0|0|0|0|0|0|0
43437109|1|1|1|0|0|0|0|0|0|0|0|0
43437219|1|-2|0|0|0|1|0|0|0|0|0|0
43437080|1|0|0|0|0|1|0|0|0|0|0|0
43436808|1|0|0|0|0|0|0|0|0|0|0|0
43436739|1|0|0|0|0|1|0|0|0|0|0|0
43436653|1|0|0|0|0|1|0|0|0|0|0|0
43436608|1|0|0|1|0|0|0|0|0|0|0|0
21218716|1|0|0|0|0|0|0|0|0|0|0|0
43435217|1|0|0|0|1|0|0|0|0|0|0|0
43431525|2|0|0|0|0|1|0|0|0|0|0|0
43425450|1|0|0|0|0|0|0|0|0|0|0|0
43434382|2|1|0|1|0|0|0|0|0|0|0|0
10679580|5|25|0|0|0|0|0|0|1|0|0|0
43431580|4|-1|0|0|0|0|0|1|0|0|0|0
43434170|1|0|0|1|0|0|0|0|0|0|0|0
43434350|2|0|0|0|0|0|0|0|0|0|0|0
43432137|1|-2|0|0|0|0|0|0|0|0|0|0
43432186|1|0|0|0|0|0|0|0|0|0|0|0
43432871|1|-1|0|0|0|0|0|0|0|0|0|0
43432993|4|0|0|1|0|0|0|0|0|0|0|0
43404226|1|0|0|1|0|0|0|0|0|0|0|0
43433155|1|0|0|0|0|0|0|0|0|0|0|0
43432917|2|0|0|0|0|1|0|0|0|0|0|0
43432864|1|0|0|0|0|1|0|0|0|0|0|0
43432268|2|2|1|0|0|0|0|0|0|0|0|0
42037370|1|3|0|0|0|0|0|0|0|0|0|0
11922383|12|479|0|0|0|0|0|0|0|0|0|0
43432684|1|0|0|0|0|1|0|0|0|0|0|0
43432630|1|1|0|0|0|1|0|0|0|0|0|0
43432416|2|0|0|0|0|1|0|0|0|0|0|0
43432349|3|3|1|0|0|0|0|0|0|0|0|0
43428635|2|2|0|0|0|0|0|1|0|0|0|0
43432234|1|-4|0|0|0|0|0|0|0|0|0|0
43432183|2|-3|0|0|0|0|0|0|0|0|0|0
43431689|2|0|0|1|0|0|0|0|0|0|0|0
43431983|1|1|0|1|0|0|0|0|0|0|0|0
43431732|1|0|0|0|0|1|0|0|0|0|0|0
43431781|1|0|0|1|0|0|0|0|0|0|0|0
1779199|16|24|0|0|0|0|0|0|0|0|0|0
