+---------+-------------+-----------------+------+
| user_id | question_id |      score      | rank |
+---------+-------------+-----------------+------+
|    3    |   43437635  |  0.022417678833 |  1   |
|    3    |   43438765  | 0.0208490514755 |  2   |
|    3    |   43437711  | 0.0208490514755 |  3   |
|    3    |   43438072  | 0.0208490514755 |  4   |
|    3    |   43432199  | 0.0208490514755 |  5   |
+---------+-------------+-----------------+------+
[5 rows x 4 columns]

